Well,Plate,Compound,Concentration,Replicate,t_0,t_2.08,t_4.16,t_6.24,t_8.32,t_10.4,t_12.48,MIC,Smiles
F22,111-DR5,Z1661338244,0.2,E,0,0.200889069870033,0.545658149241576,0.681394007261868,0.79812684515932,0.904000814415148,0.999015915029353,Inactive,[O-][N+](=O)C=1C=NC(OC=2C=CC=3C=CC(=O)OC3C2)=NC1
G03,111-DR5,Z3388129582,50,D,0,0.238895110115715,0.570090603685229,0.65424683565781,0.724829481828362,0.800841562319726,0.87685364281109,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
G04,111-DR5,Z3388129582,12.5,D,0,0.22260680715328,0.583664189487258,0.722114764667956,0.849706471207031,0.9745834605857,1.09674573280396,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
G05,111-DR5,Z3388129582,3.13,D,0,0.211747938511656,0.583664189487258,0.727544198988768,0.838847602565408,0.955580440462859,1.06416912687909,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
G06,111-DR5,Z3388129582,0.781,D,0,0.219892089992874,0.553802300722793,0.684108724422274,0.808985713800943,0.931147986019207,1.03702195527503,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
G07,111-DR5,Z3388129582,0.2,D,0,0.219892089992874,0.548372866401982,0.684108724422274,0.811700430961349,0.931147986019207,1.04245138959585,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
G08,111-DR5,Z56939190,50,D,0,0.200889069870033,0.407207574060878,0.461501917268995,0.472360785910618,0.469646068750212,0.4642166344294,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
G09,111-DR5,Z56939190,12.5,D,0,0.211747938511656,0.545658149241576,0.635243815534969,0.727544198988768,0.79812684515932,0.868709491329872,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
G10,111-DR5,Z56939190,3.13,D,0,0.203603787030439,0.537513997760358,0.684108724422274,0.814415148121755,0.923003834537989,1.02344836947301,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
G11,111-DR5,Z56939190,0.781,D,0,0.206318504190845,0.551087583562388,0.670535138620245,0.79812684515932,0.906715531575554,1.01258950083138,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
G12,111-DR5,Z56939190,0.2,D,0,0.192744918388815,0.518510977637517,0.648817401336998,0.784553259357291,0.928433268858801,1.04516610675625,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
G13,111-DR5,Z56950523,50,D,0,0.11130340357664,0.168312463945163,0.187315484068004,0.203603787030439,0.198174352709627,0.192744918388815,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
G14,111-DR5,Z56950523,12.5,D,0,0.192744918388815,0.355627948013166,0.426210594183718,0.445213614306559,0.439784179985748,0.439784179985748,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
G15,111-DR5,Z56950523,3.13,D,0,0.225321524313686,0.442498897146154,0.537513997760358,0.62167022973294,0.689538158743086,0.738403067630391,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
G16,111-DR5,Z56950523,0.781,D,0,0.203603787030439,0.494078523193865,0.616240795412128,0.738403067630391,0.846991754046625,0.950151006142048,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
G17,111-DR5,Z56950523,0.2,D,0,0.200889069870033,0.504937391835488,0.648817401336998,0.779123825036479,0.887712511452713,0.993586480708541,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
G18,111-DR5,Z3614141962,50,D,0,0.108588686416234,0.298618887644644,0.475075503071024,0.57552003800604,0.643387967016187,0.703111744545115,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
G19,111-DR5,Z3614141962,12.5,D,0,0.0868709491329872,0.282330584682208,0.496793240354271,0.586378906647664,0.662390987139027,0.760120804913638,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
G20,111-DR5,Z3614141962,3.13,D,0,0.157453595303539,0.453357765787777,0.627099664053751,0.754691370592826,0.874138925650684,0.977298177746106,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
G21,111-DR5,Z3614141962,0.781,D,0,0.181886049747192,0.513081543316706,0.643387967016187,0.776409107876073,0.893141945773525,1.00444534935016,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
G22,111-DR5,Z3614141962,0.2,D,0,0.195459635549221,0.532084563439547,0.678679290101463,0.806270996640537,0.925718551698395,1.03159252095422,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
H03,111-DR5,Z3388129582,50,E,0,0.203603787030439,0.537513997760358,0.556517017883199,0.610811361091316,0.667820421459839,0.727544198988768,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
H04,111-DR5,Z3388129582,12.5,E,0,0.219892089992874,0.556517017883199,0.703111744545115,0.827988733923784,0.944721571821236,1.04516610675625,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
H05,111-DR5,Z3388129582,3.13,E,0,0.209033221351251,0.561946452204011,0.708541178865927,0.836132885405002,0.944721571821236,1.05331025823747,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
H06,111-DR5,Z3388129582,0.781,E,0,0.230750958634497,0.572805320845635,0.697682310224304,0.822559299602973,0.933862703179613,1.03973667243544,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
H07,111-DR5,Z3388129582,0.2,E,0,0.233465675794903,0.534799280599953,0.665105704299433,0.792697410838508,0.920289117377583,1.03159252095422,Inactive,NC=1N=C(N)N=C(NCC(C2=CNC=3C=CC=CC23)C=4C=CC(Cl)=CC4Cl)N1
H08,111-DR5,Z56939190,50,E,0,0.200889069870033,0.401778139740066,0.447928331466965,0.453357765787777,0.450643048627371,0.447928331466965,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
H09,111-DR5,Z56939190,12.5,E,0,0.206318504190845,0.518510977637517,0.610811361091316,0.697682310224304,0.770979673555262,0.844277036886219,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
H10,111-DR5,Z56939190,3.13,E,0,0.195459635549221,0.529369846279141,0.667820421459839,0.795412127998914,0.904000814415148,1.00716006651057,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
H11,111-DR5,Z56939190,0.781,E,0,0.214462655672062,0.529369846279141,0.659676269978622,0.792697410838508,0.923003834537989,1.03159252095422,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
H12,111-DR5,Z56939190,0.2,E,0,0.209033221351251,0.529369846279141,0.656961552818216,0.784553259357291,0.904000814415148,1.00716006651057,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)C
H13,111-DR5,Z56950523,50,E,0,0.119447555057857,0.184600766907598,0.211747938511656,0.214462655672062,0.217177372832468,0.211747938511656,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
H14,111-DR5,Z56950523,12.5,E,0,0.160168312463945,0.328480776409108,0.388204553938037,0.409922291221283,0.407207574060878,0.404492856900472,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
H15,111-DR5,Z56950523,3.13,E,0,0.203603787030439,0.4642166344294,0.553802300722793,0.635243815534969,0.692252875903492,0.751976653432421,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
H16,111-DR5,Z56950523,0.781,E,0,0.209033221351251,0.521225694797923,0.629814381214157,0.751976653432421,0.857850622688249,0.963724591944077,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
H17,111-DR5,Z56950523,0.2,E,0,0.209033221351251,0.494078523193865,0.629814381214157,0.760120804913638,0.868709491329872,0.969154026264889,Inactive,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C5CC(=O)N(C5=O)C=6C=C(Cl)C=C(Cl)C6)C(F)=CC3C1=O
H18,111-DR5,Z3614141962,50,E,0,0.105873969255828,0.282330584682208,0.456072482948183,0.537513997760358,0.597237775289287,0.665105704299433,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
H19,111-DR5,Z3614141962,12.5,E,0,0.0895856662933931,0.309477756286267,0.496793240354271,0.578234755166446,0.659676269978622,0.746547219111609,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
H20,111-DR5,Z3614141962,3.13,E,0,0.157453595303539,0.483219654552241,0.624384946893346,0.730258916149174,0.836132885405002,0.944721571821236,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
H21,111-DR5,Z3614141962,0.781,E,0,0.192744918388815,0.523940411958329,0.659676269978622,0.773694390715667,0.893141945773525,0.996301197868947,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
H22,111-DR5,Z3614141962,0.2,E,0,0.192744918388815,0.521225694797923,0.670535138620245,0.787267976517697,0.914859683056772,1.02887780379382,Inactive,[O-][N+](=O)C1=CC=2C(=O)N(CC=3C=CC=CC3)C=NC2S1
I03,111-DR5,Z1697156707,50,D,0,0.214462655672062,0.602667209610099,0.694967593063898,0.757406087753232,0.808985713800943,0.855135905527843,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
I04,111-DR5,Z1697156707,12.5,D,0,0.236180392955309,0.58909362380807,0.711255896026333,0.825274016763379,0.939292137500424,1.04245138959585,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
I05,111-DR5,Z1697156707,3.13,D,0,0.238895110115715,0.594523058128881,0.716685330347145,0.833418168244596,0.961009874783671,1.0668838440395,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
I06,111-DR5,Z1697156707,0.781,D,0,0.230750958634497,0.599952492449693,0.730258916149174,0.849706471207031,0.971868743425294,1.07502799552072,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
I07,111-DR5,Z1697156707,0.2,D,0,0.233465675794903,0.561946452204011,0.703111744545115,0.827988733923784,0.939292137500424,1.04245138959585,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
I08,111-DR5,Z1130073185,50,D,0,0.192744918388815,0.504937391835488,0.610811361091316,0.670535138620245,0.71940004750755,0.76555023923445,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
I09,111-DR5,Z1130073185,12.5,D,0,0.211747938511656,0.586378906647664,0.694967593063898,0.795412127998914,0.898571380094336,0.980012894906512,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
I10,111-DR5,Z1130073185,3.13,D,0,0.219892089992874,0.567375886524823,0.722114764667956,0.852421188367437,0.966439309104483,1.07774271268112,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
I11,111-DR5,Z1130073185,0.781,D,0,0.211747938511656,0.496793240354271,0.643387967016187,0.773694390715667,0.884997794292307,0.988157046387729,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
I12,111-DR5,Z1130073185,0.2,D,0,0.22260680715328,0.583664189487258,0.716685330347145,0.841562319725814,0.969154026264889,1.07231327836031,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
I13,111-DR5,Z19961800,50,D,0,0.203603787030439,0.382775119617225,0.434354745664936,0.442498897146154,0.442498897146154,0.434354745664936,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
I14,111-DR5,Z19961800,12.5,D,0,0.228036241474091,0.526655129118735,0.640673249855781,0.741117784790797,0.833418168244596,0.901286097254742,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
I15,111-DR5,Z19961800,3.13,D,0,0.211747938511656,0.556517017883199,0.705826461705521,0.833418168244596,0.947436288981642,1.04788082391666,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
I16,111-DR5,Z19961800,0.781,D,0,0.206318504190845,0.57552003800604,0.697682310224304,0.833418168244596,0.947436288981642,1.05602497539788,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
I17,111-DR5,Z19961800,0.2,D,0,0.211747938511656,0.532084563439547,0.678679290101463,0.808985713800943,0.923003834537989,1.03430723811463,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
I18,111-DR5,Z85911172,50,D,0,0.141165292341104,0.168312463945163,0.187315484068004,0.181886049747192,0.179171332586786,0.179171332586786,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
I19,111-DR5,Z85911172,12.5,D,0,0.165597746784757,0.257898130238556,0.293189453323832,0.293189453323832,0.282330584682208,0.276901150361397,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
I20,111-DR5,Z85911172,3.13,D,0,0.198174352709627,0.456072482948183,0.551087583562388,0.58909362380807,0.624384946893346,0.651532118497404,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
I21,111-DR5,Z85911172,0.781,D,0,0.195459635549221,0.556517017883199,0.692252875903492,0.808985713800943,0.904000814415148,1.00173063218976,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
I22,111-DR5,Z85911172,0.2,D,0,0.198174352709627,0.529369846279141,0.692252875903492,0.819844582442567,0.933862703179613,1.03702195527503,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
J03,111-DR5,Z1697156707,50,E,0,0.219892089992874,0.561946452204011,0.65424683565781,0.716685330347145,0.770979673555262,0.819844582442567,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
J04,111-DR5,Z1697156707,12.5,E,0,0.249753978757338,0.594523058128881,0.708541178865927,0.811700430961349,0.920289117377583,1.02616308663341,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
J05,111-DR5,Z1697156707,3.13,E,0,0.228036241474091,0.591808340968475,0.703111744545115,0.83070345108419,0.947436288981642,1.05331025823747,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
J06,111-DR5,Z1697156707,0.781,E,0,0.238895110115715,0.618955512572534,0.727544198988768,0.852421188367437,0.9745834605857,1.07774271268112,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
J07,111-DR5,Z1697156707,0.2,E,0,0.22260680715328,0.57552003800604,0.700397027384709,0.825274016763379,0.950151006142048,1.05059554107706,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCC=3C=CC=4OCOC4C3
J08,111-DR5,Z1130073185,50,E,0,0.195459635549221,0.504937391835488,0.591808340968475,0.656961552818216,0.708541178865927,0.749261936272015,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
J09,111-DR5,Z1130073185,12.5,E,0,0.217177372832468,0.580949472326852,0.689538158743086,0.795412127998914,0.893141945773525,0.9745834605857,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
J10,111-DR5,Z1130073185,3.13,E,0,0.214462655672062,0.572805320845635,0.694967593063898,0.819844582442567,0.94200685466083,1.03702195527503,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
J11,111-DR5,Z1130073185,0.781,E,0,0.198174352709627,0.534799280599953,0.694967593063898,0.83070345108419,0.958295157623265,1.07502799552072,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
J12,111-DR5,Z1130073185,0.2,E,0,0.228036241474091,0.567375886524823,0.697682310224304,0.83070345108419,0.961009874783671,1.06959856119991,Inactive,CN(CC1=NC=CN1CC(F)(F)F)CC=2C=C(C=CC2O)[N+](=O)[O-]
J13,111-DR5,Z19961800,50,E,0,0.217177372832468,0.401778139740066,0.472360785910618,0.480504937391835,0.480504937391835,0.475075503071024,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
J14,111-DR5,Z19961800,12.5,E,0,0.22260680715328,0.529369846279141,0.65424683565781,0.735688350469985,0.825274016763379,0.901286097254742,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
J15,111-DR5,Z19961800,3.13,E,0,0.200889069870033,0.521225694797923,0.640673249855781,0.760120804913638,0.874138925650684,0.977298177746106,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
J16,111-DR5,Z19961800,0.781,E,0,0.200889069870033,0.540228714920764,0.68682344158268,0.822559299602973,0.94200685466083,1.05331025823747,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
J17,111-DR5,Z19961800,0.2,E,0,0.206318504190845,0.570090603685229,0.692252875903492,0.819844582442567,0.931147986019207,1.03702195527503,Inactive,CCN1C=C(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)C(=O)C=3C=C(F)C(=CC13)N4CCN(CC4)C(=O)C
J18,111-DR5,Z85911172,50,E,0,0.108588686416234,0.146594726661916,0.19003020122841,0.184600766907598,0.184600766907598,0.179171332586786,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
J19,111-DR5,Z85911172,12.5,E,0,0.162883029624351,0.252468695917744,0.282330584682208,0.285045301842614,0.279615867521803,0.274186433200991,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
J20,111-DR5,Z85911172,3.13,E,0,0.198174352709627,0.447928331466965,0.553802300722793,0.602667209610099,0.646102684176592,0.675964572941057,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
J21,111-DR5,Z85911172,0.781,E,0,0.203603787030439,0.540228714920764,0.673249855780651,0.784553259357291,0.884997794292307,0.982727612066918,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
J22,111-DR5,Z85911172,0.2,E,0,0.203603787030439,0.545658149241576,0.703111744545115,0.833418168244596,0.950151006142048,1.05873969255828,50,OC(=O)C1=CN(C2CC2)C=3C=C(N4CCN(CC4)C(=O)C5CCCO5)C(F)=CC3C1=O
K03,111-DR5,Z1665609207,50,D,0,0.217177372832468,0.5103668261563,0.551087583562388,0.602667209610099,0.646102684176592,0.705826461705521,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
K04,111-DR5,Z1665609207,12.5,D,0,0.228036241474091,0.556517017883199,0.673249855780651,0.800841562319726,0.920289117377583,1.0207336523126,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
K05,111-DR5,Z1665609207,3.13,D,0,0.22260680715328,0.561946452204011,0.708541178865927,0.83070345108419,0.950151006142048,1.05602497539788,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
K06,111-DR5,Z1665609207,0.781,D,0,0.22260680715328,0.57552003800604,0.722114764667956,0.849706471207031,0.969154026264889,1.08588686416234,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
K07,111-DR5,Z1665609207,0.2,D,0,0.209033221351251,0.551087583562388,0.697682310224304,0.819844582442567,0.939292137500424,1.05331025823747,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
K08,111-DR5,Z1697173949,50,D,0,0.211747938511656,0.437069462825342,0.499507957514676,0.526655129118735,0.534799280599953,0.54294343208117,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCCCN3CCCC3=O
K09,111-DR5,Z1697173949,12.5,D,0,0.209033221351251,0.513081543316706,0.597237775289287,0.643387967016187,0.675964572941057,0.705826461705521,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCCCN3CCCC3=O
K10,111-DR5,Z1697173949,3.13,D,0,0.209033221351251,0.537513997760358,0.65424683565781,0.738403067630391,0.808985713800943,0.871424208490278,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCCCN3CCCC3=O
K11,111-DR5,Z1697173949,0.781,D,0,0.209033221351251,0.583664189487258,0.716685330347145,0.838847602565408,0.939292137500424,1.04516610675625,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCCCN3CCCC3=O
K12,111-DR5,Z1697173949,0.2,D,0,0.211747938511656,0.561946452204011,0.703111744545115,0.841562319725814,0.961009874783671,1.07231327836031,Inactive,[O-][N+](=O)C=1C=CC(=C2N=CC=CC12)S(=O)(=O)NCCCN3CCCC3=O
K13,111-DR5,Z2327029147,50,D,0,0.206318504190845,0.4642166344294,0.559231735043605,0.60809664393091,0.640673249855781,0.678679290101463,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)OC(C)(C)C
K14,111-DR5,Z2327029147,12.5,D,0,0.200889069870033,0.540228714920764,0.678679290101463,0.79812684515932,0.895856662933931,0.999015915029353,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)OC(C)(C)C
K15,111-DR5,Z2327029147,3.13,D,0,0.203603787030439,0.507652108995894,0.662390987139027,0.789982693678102,0.884997794292307,0.985442329227324,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)OC(C)(C)C
K16,111-DR5,Z2327029147,0.781,D,0,0.200889069870033,0.534799280599953,0.678679290101463,0.806270996640537,0.912144965896366,1.00987478367098,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)OC(C)(C)C
K17,111-DR5,Z2327029147,0.2,D,0,0.198174352709627,0.526655129118735,0.684108724422274,0.808985713800943,0.912144965896366,1.01530421799179,Inactive,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)OC(C)(C)C
K18,111-DR5,Z85910597,50,D,0,0.0923003834537989,0.122162272218263,0.119447555057857,0.11130340357664,0.103159252095422,0.103159252095422,50,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)CCSC
K19,111-DR5,Z85910597,12.5,D,0,0.138450575180698,0.228036241474091,0.257898130238556,0.274186433200991,0.268756998880179,0.260612847398962,50,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)CCSC
K20,111-DR5,Z85910597,3.13,D,0,0.198174352709627,0.450643048627371,0.537513997760358,0.564661169364417,0.578234755166446,0.586378906647664,50,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)CCSC
K21,111-DR5,Z85910597,0.781,D,0,0.200889069870033,0.534799280599953,0.675964572941057,0.795412127998914,0.890427228613119,0.988157046387729,50,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)CCSC
K22,111-DR5,Z85910597,0.2,D,0,0.206318504190845,0.540228714920764,0.694967593063898,0.819844582442567,0.931147986019207,1.03973667243544,50,CCN1C=C(C(=O)O)C(=O)C=2C=C(F)C(=CC12)N3CCN(CC3)C(=O)CCSC
L03,111-DR5,Z1665609207,50,E,0,0.209033221351251,0.496793240354271,0.537513997760358,0.58909362380807,0.629814381214157,0.678679290101463,Inactive,OC=1C=C(C=CC1C(=O)NCC2=NC(=CS2)C=3C=CC=CC3)[N+](=O)[O-]
